SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,IDADE_EST_MED,ELEITORES,FEMININO,MASCULINO,NR_TURNO,ALVARO FERNANDES DIAS,BENEVENUTO DACIOLO FONSECA DOS SANTOS,CIRO FERREIRA GOMES,FERNANDO HADDAD,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GUILHERME CASTRO BOULOS,HENRIQUE DE CAMPOS MEIRELLES,JAIR MESSIAS BOLSONARO,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO VICENTE FONTELLA GOULART,JOSE MARIA EYMAEL,MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA,VERA LUCIA PEREIRA DA SILVA SALGADO,VOTO BRANCO,VOTO NULO
SP,62197,BAURU,300,45.952146022258866,77638,41238,36271,2,0,0,0,14285,0,0,0,37099,0,0,0,0,0,2219,5733
PR,75450,ENÉAS MARQUES,69,44.33750236877013,5278,2543,2733,2,0,0,0,2308,0,0,0,1715,0,0,0,0,0,63,153
SP,64696,GUARATINGUETÁ,48,45.249275581697084,92488,48817,43535,2,0,0,0,13689,0,0,0,50772,0,0,0,0,0,2288,5218
MG,41238,BELO HORIZONTE,32,47.131646707427834,106801,58020,48711,1,408,727,14837,10000,2361,566,948,43619,3824,33,20,1066,61,2192,4156
PR,76490,JOAQUIM TÁVORA,55,43.79365814141882,8641,4544,4097,2,0,0,0,2076,0,0,0,4570,0,0,0,0,0,95,446
PR,76333,JAGUARIAÍVA,18,42.129659775354064,24572,12737,11835,2,0,0,0,5092,0,0,0,14567,0,0,0,0,0,414,690
PB,19577,BREJO DO CRUZ,38,42.146808510638294,9400,5027,4373,2,0,0,0,4926,0,0,0,1889,0,0,0,0,0,86,424
ES,56537,ITAGUAÇU,16,45.58345864661654,11305,5619,5686,1,57,59,539,2543,417,9,64,4102,178,5,1,54,4,275,587
SC,80527,GUATAMBÚ,35,42.40654997176736,5313,2490,2823,2,0,0,0,2317,0,0,0,1959,0,0,0,0,0,71,185
MT,90441,RIBEIRÃOZINHO,9,42.64721074380165,1936,949,987,2,0,0,0,650,0,0,0,683,0,0,0,0,0,30,73
AL,27057,ARAPIRACA,22,40.52846039804124,89039,48625,40414,2,0,0,0,37584,0,0,0,28533,0,0,0,0,0,1211,4041
RS,88021,TUPANCI DO SUL,103,47.58877840909091,1408,670,738,1,4,3,42,263,94,1,12,579,15,1,0,2,0,69,36
SC,82155,MONDAÍ,41,44.76235541535226,7608,3809,3799,2,0,0,0,2205,0,0,0,3534,0,0,0,0,0,85,368
RS,89338,TORRES,85,46.57472088497388,29289,15542,13747,1,189,85,2328,3091,1079,111,392,12226,1006,4,4,193,11,746,1123
MG,51152,RIO POMBA,239,46.44849679645145,14203,7275,6919,1,48,62,1542,2896,438,47,73,4096,306,7,3,77,6,402,916
MG,41572,BOM REPOUSO,59,44.62064561077566,8612,4218,4390,2,0,0,0,2568,0,0,0,3621,0,0,0,0,0,207,754
RS,85065,BROCHIER,31,46.032676208479614,3703,1795,1908,1,17,5,353,689,187,6,144,1523,144,1,0,3,0,94,193
PE,26298,CAMARAGIBE,127,41.122681746297985,62604,34235,28369,1,109,1424,6708,16504,925,276,417,21117,438,13,10,906,23,2016,5968
SE,32190,RIBEIRÓPOLIS,26,42.879956027849026,13645,7156,6489,1,22,18,1331,4589,930,25,53,2473,36,9,4,80,5,303,1198
PA,4480,NOVA ESPERANÇA DO PIRIÁ,81,38.514375,14402,6816,7580,2,0,0,0,5574,0,0,0,3639,0,0,0,0,0,129,678
MG,45799,GUIRICEMA,284,46.94721987016653,7086,3501,3579,2,0,0,0,2820,0,0,0,2184,0,0,0,0,0,164,692
RJ,58440,ITATIAIA,198,43.83485945059778,25009,12806,12193,1,126,307,1953,2958,840,100,195,10708,318,5,7,225,10,466,895
MG,51071,RIO NOVO,235,45.727935111355514,7274,3647,3622,1,40,20,840,1495,231,26,51,2173,113,1,2,29,1,135,407
RN,16241,SANTA MARIA,8,40.47303803562831,4154,2083,2071,2,0,0,0,2376,0,0,0,816,0,0,0,0,0,45,174
AM,2534,MANACAPURU,6,38.98750265095283,66014,33675,32339,1,150,858,2741,26429,816,226,544,17347,319,3,70,496,12,552,1965
PE,26115,TRINDADE,133,40.46272299636105,22535,11697,10827,2,0,0,0,11966,0,0,0,3316,0,0,0,0,0,149,729
SE,31690,LAGARTO,12,41.73033630082933,72228,38103,34125,1,134,319,7690,28530,1614,200,416,11949,344,42,10,401,33,1499,6172
SC,81418,IMARUÍ,62,45.55436760691538,8792,4385,4407,1,51,46,431,1831,363,27,81,3724,156,2,1,57,8,230,496
MG,41289,PAI PEDRO,226,41.52584493041749,5030,2526,2502,2,0,0,0,2380,0,0,0,762,0,0,0,0,0,39,359
RS,86711,GAURAMA,3,46.41264526295056,5077,2557,2520,1,41,5,241,881,216,14,68,2700,64,1,0,13,0,130,138
SP,71072,SÃO PAULO,347,45.20995937637871,174532,94251,80216,2,0,0,0,39255,0,0,0,80107,0,0,0,0,0,4103,15360
SP,70793,SÃO CARLOS,410,44.15997435959459,82684,43157,39454,1,497,496,7997,8176,5388,647,601,30021,1796,19,21,627,73,2554,5472
RJ,59250,VOLTA REDONDA,131,46.87956409748365,126176,67533,58597,1,902,2124,15177,15524,2020,794,762,50495,2595,30,34,1473,98,2307,5402
MG,40010,ABADIA DOS DOURADOS,96,46.54532847980586,5769,2816,2952,2,0,0,0,1821,0,0,0,2117,0,0,0,0,0,83,527
PR,84530,TURVO,44,42.15029842647857,11058,5474,5584,2,0,0,0,5298,0,0,0,3651,0,0,0,0,0,161,274
PR,74080,SANTA TEREZA DO OESTE,143,41.4528693247292,8678,4438,4240,2,0,0,0,2665,0,0,0,4134,0,0,0,0,0,89,214
SP,70416,SANTA MARIA DA SERRA,130,43.608706166868195,4135,2070,2065,2,0,0,0,721,0,0,0,2074,0,0,0,0,0,112,309
SC,80454,BIGUAÇU,2,41.862224056117185,48470,25249,23221,1,411,275,3480,4595,1326,415,635,24535,1373,10,7,390,30,1381,2433
PB,19658,CABEDELO,57,41.61029616463584,46699,24979,21720,2,0,0,0,17190,0,0,0,17852,0,0,0,0,0,574,1902
SP,61123,DIRCE REIS,152,46.09326113116727,1662,815,847,2,0,0,0,465,0,0,0,618,0,0,0,0,0,38,117
MA,7889,MARACAÇUMÉ,100,38.622709758590865,12717,6601,6116,1,7,90,592,6321,132,16,234,2090,14,0,1,32,3,102,461
MG,53910,TUPACIGUARA,274,46.56851664984864,19821,10093,9715,2,0,0,0,6891,0,0,0,6281,0,0,0,0,0,273,1239
GO,95834,SANTA RITA DO ARAGUAIA,21,43.7814636616865,3949,1991,1958,1,8,15,223,926,205,14,51,1398,53,0,3,10,1,54,211
PR,76139,ITAMBARACÁ,57,46.096610513497055,4927,2506,2421,2,0,0,0,1218,0,0,0,2468,0,0,0,0,0,70,169
GO,92223,FAINA,12,45.132374814080315,6051,2905,3146,2,0,0,0,2473,0,0,0,1736,0,0,0,0,0,54,156
MA,9210,SÃO LUÍS,2,41.43680147675784,119181,65419,53762,1,306,2308,12086,43023,1719,1334,1413,28994,870,27,47,1750,337,2718,4466
RS,87718,NOVO HAMBURGO,76,46.169075762692785,88830,47223,41607,2,0,0,0,15244,0,0,0,50539,0,0,0,0,0,2012,3956
MG,41238,BELO HORIZONTE,39,43.4652515892684,120658,65254,55354,2,0,0,0,28923,0,0,0,57575,0,0,0,0,0,2731,9425
PE,25330,RIACHO DAS ALMAS,41,41.334569260181915,17261,9048,8213,1,30,94,2525,7020,160,17,112,2939,71,1,1,100,2,529,1646
SP,71072,SÃO PAULO,390,44.26667059675599,118744,64357,54228,1,652,1145,12802,12874,7791,953,1162,40374,3994,35,61,1421,68,3152,8317
PB,22071,SAPÉ,4,41.52778679573827,33886,17888,15998,1,75,277,2682,14692,663,61,318,6996,119,6,7,99,11,1144,2442
BA,35050,ELÍSIO MEDRADO,107,44.98983277591973,7475,3716,3748,1,8,52,330,3301,77,16,19,924,19,3,1,12,0,97,522
MG,40789,SÃO JOSÉ DA LAPA,311,42.403809841164055,18006,9271,8728,1,62,274,1659,2967,536,75,229,7117,418,9,12,206,8,508,912
SC,81078,FRAIBURGO,77,42.52798010303784,28145,14342,13803,2,0,0,0,6329,0,0,0,13838,0,0,0,0,0,538,1330
SE,31852,MURIBECA,5,40.67273541262498,6702,3388,3314,1,14,74,397,3218,170,16,25,1013,21,1,0,33,2,130,418
PR,76112,ITAGUAJÉ,95,45.47667962243198,3602,1815,1786,2,0,0,0,1205,0,0,0,1291,0,0,0,0,0,47,140
BA,39071,SERRA PRETA,194,43.67152466367713,16950,8663,8284,1,54,99,544,9514,176,21,23,1349,15,2,1,43,4,186,926
SC,81205,SANTIAGO DO SUL,78,44.06719653179191,1384,658,726,1,10,9,38,560,48,4,22,453,21,0,0,0,1,28,58
MG,43451,CONCEIÇÃO DAS ALAGOAS,82,42.417599917805404,19467,9623,9834,2,0,0,0,6406,0,0,0,6766,0,0,0,0,0,243,1114
PR,84670,SANTA TEREZINHA DE ITAIPU,147,42.94835485214494,16807,9031,7776,2,0,0,0,3378,0,0,0,10067,0,0,0,0,0,199,401
SP,72176,URÂNIA,427,47.15200242718446,6592,3425,3161,2,0,0,0,1262,0,0,0,3218,0,0,0,0,0,122,469
CE,13633,CARIRIAÇU,71,40.864386630698185,21871,11340,10531,1,20,46,8938,5427,313,46,82,1867,23,4,1,28,6,225,711
PE,25976,ITAMBÉ,27,40.73748590266331,23055,12052,11003,1,10,235,1096,10290,324,40,88,3989,106,4,1,88,6,452,1779
BA,37133,MARAGOGIPE,118,42.90514198004605,32575,16821,15741,2,0,0,0,19520,0,0,0,3915,0,0,0,0,0,231,1036
MG,50733,QUARTEL GERAL,104,45.64730792498488,3306,1651,1654,2,0,0,0,973,0,0,0,1049,0,0,0,0,0,45,265
RN,17175,JOSÉ DA PENHA,42,44.31796369705821,4793,2553,2240,2,0,0,0,3335,0,0,0,407,0,0,0,0,0,38,164
SP,62090,BARRETOS,21,45.59628981368462,86843,46444,40143,2,0,0,0,14354,0,0,0,40754,0,0,0,0,0,1853,4989
PE,23817,CARUARU,106,42.46968833832227,96548,53860,42688,1,194,594,14026,21835,2226,255,584,28597,868,7,18,605,16,3439,8892
PR,74616,BOM SUCESSO,70,43.0723898858075,4904,2521,2383,1,147,19,237,1175,378,4,36,1757,35,0,1,26,1,101,323
SP,63550,CORUMBATAÍ,245,43.6903125,3200,1563,1637,2,0,0,0,414,0,0,0,1814,0,0,0,0,0,77,209
MS,98132,SETE QUEDAS,33,45.22751773049645,7050,3704,3346,1,54,29,138,1455,549,5,50,2848,44,2,0,12,1,74,189
RJ,60011,RIO DE JANEIRO,17,54.3363251762754,120551,67506,52948,1,337,432,19887,8856,2726,596,423,41102,5663,14,12,1448,13,886,2117
RS,88382,ITAARA,135,45.8970625798212,3915,1973,1942,1,32,15,268,692,255,15,127,1696,39,3,0,26,1,83,81
BA,39055,SERRA DOURADA,190,44.4833632197649,15058,7383,7664,2,0,0,0,6343,0,0,0,3570,0,0,0,0,0,135,407
SE,31852,MURIBECA,5,40.67273541262498,6702,3388,3314,2,0,0,0,3511,0,0,0,1088,0,0,0,0,0,77,457
MA,8524,SERRANO DO MARANHÃO,107,41.75256611520348,8281,4077,4201,2,0,0,0,4743,0,0,0,322,0,0,0,0,0,34,196
PE,23108,SANTA CRUZ,82,41.67909442098644,11132,5542,5582,1,3,47,827,6187,37,14,46,686,10,0,1,11,2,99,733
MG,52418,SÃO GOTARDO,254,43.40205007049499,26244,13305,12920,1,73,76,1367,3501,869,34,78,9984,989,8,5,88,8,820,1349
SP,62693,CABREÚVA,59,42.23738054581948,33381,16809,16572,1,217,293,1692,3149,2298,80,278,14412,691,4,22,160,3,1141,1910
PI,12238,URUÇUÍ,14,41.17398585783402,16122,8227,7895,2,0,0,0,8495,0,0,0,3572,0,0,0,0,0,151,577
RO,620,CACAULÂNDIA,26,42.96898042206967,3933,1934,1999,2,0,0,0,694,0,0,0,1967,0,0,0,0,0,30,176
SC,80381,CERRO NEGRO,52,44.721110393802455,3098,1469,1629,1,10,6,91,1296,143,9,53,636,8,0,0,5,0,82,136
AM,2194,CANUTAMA,13,39.995462686567166,8375,3947,4428,2,0,0,0,3359,0,0,0,1691,0,0,0,0,0,51,312
PR,75205,CAMPO MAGRO,182,41.30749467009238,18293,9315,8978,1,722,124,1145,3192,601,63,316,7678,359,16,2,112,1,571,809
SC,81507,SANTA TEREZINHA DO PROGRESSO,58,45.042857142857144,2381,1117,1264,1,32,3,107,1004,96,8,23,540,15,0,0,6,1,48,62
SC,80640,SÃO JOÃO DO OESTE,65,46.31877305377596,5151,2528,2623,2,0,0,0,857,0,0,0,3193,0,0,0,0,0,95,226
SP,64793,GUZOLÂNDIA,225,43.85164179104478,3350,1683,1667,1,31,21,118,825,348,5,22,971,66,1,3,10,0,89,181
RS,85979,CATUÍPE,23,47.74744933612858,7155,3688,3467,1,42,16,1109,1358,316,16,65,2932,56,2,2,13,1,193,192
BA,39098,SERRINHA,150,41.04787863572786,55769,30172,25597,1,98,461,3566,27950,911,137,147,8185,217,2,21,277,6,815,5018
RS,89532,VACARIA,58,45.57540529010239,46880,24599,22281,1,292,168,2007,5622,2615,119,814,22092,642,8,2,185,8,1521,876
MG,41041,MARTINS SOARES,168,43.11351507284004,6934,3454,3480,1,7,48,380,2073,511,10,24,1711,83,3,3,14,1,139,247
MG,53651,TAQUARAÇU DE MINAS,56,46.433034688720426,4353,2021,2331,1,8,20,216,793,216,9,52,1614,44,0,0,34,2,89,245
PE,23060,XEXÉU,38,39.24462880238247,9402,5090,4312,1,7,269,558,4002,132,10,48,1394,20,0,0,41,2,217,840
CE,14052,HIDROLÂNDIA,54,43.82950068056451,13960,7099,6861,1,4,111,6903,2746,40,4,57,1461,10,0,1,13,2,143,383
PR,76430,JARDIM ALEGRE,93,47.312675448067374,9265,4661,4591,2,0,0,0,2867,0,0,0,3741,0,0,0,0,0,104,294
SP,64190,FLOREAL,162,46.83032786885246,2440,1250,1190,1,7,5,141,307,418,7,14,920,51,1,1,2,1,43,82
BA,38490,SALVADOR,16,41.1976251860236,95419,53378,42041,2,0,0,0,54004,0,0,0,21042,0,0,0,0,0,1250,6836
SP,63932,DUMONT,293,43.317763830097796,6851,3450,3398,1,27,25,322,627,541,13,64,3098,135,2,5,28,3,193,335
AM,98396,MANAQUIRI,23,40.9153816938853,13165,6348,6816,1,15,142,446,6650,92,23,70,1822,40,1,2,52,2,87,360
SP,62839,CAIUÁ,102,46.46953223767383,3955,1954,2001,1,17,41,189,1026,295,7,16,978,16,0,0,10,0,59,168
SE,31011,AMPARO DE SÃO FRANCISCO,19,40.20224284609436,2586,1295,1291,1,5,30,148,1117,201,21,12,385,4,1,0,10,1,44,133
RS,86797,GIRUÁ,127,45.97130189439742,12405,6421,5984,1,63,44,1274,2674,392,28,148,5503,95,2,1,22,3,236,247
PA,4219,BAGRE,15,38.404295872736604,13642,6504,7138,2,0,0,0,6342,0,0,0,1430,0,0,0,0,0,53,422
BA,37419,MUCURI,35,42.98927738927739,27885,13966,13904,2,0,0,0,9901,0,0,0,6847,0,0,0,0,0,275,1018
MG,53597,TAIOBEIRAS,266,43.790822314372896,25562,13408,12141,2,0,0,0,5537,0,0,0,10419,0,0,0,0,0,300,2101
GO,96350,URUANA,77,44.521067867481506,9328,4829,4499,1,24,45,584,1764,440,21,184,3851,77,3,3,40,3,130,543
PB,22373,TRIUNFO,37,42.688359870149945,6469,3311,3158,2,0,0,0,4507,0,0,0,551,0,0,0,0,0,55,178
MS,91278,PEDRO GOMES,26,46.11690046760187,5988,2904,3084,1,70,19,284,1453,391,7,86,1791,21,0,0,10,0,67,124
MA,8508,SENADOR LA ROCQUE,58,43.16544571569676,12149,6134,6002,2,0,0,0,6100,0,0,0,2093,0,0,0,0,0,88,262
RS,85260,LAGOÃO,53,44.48322147651007,4470,2177,2293,1,10,8,411,1954,370,7,40,899,8,0,0,5,1,123,114
CE,14575,MARCO,96,38.57231726283048,20576,10479,10097,2,0,0,0,9221,0,0,0,6175,0,0,0,0,0,346,1132
SP,64491,GUAÍRA,169,45.238549174610554,30109,15542,14540,2,0,0,0,4898,0,0,0,13565,0,0,0,0,0,644,1638
TO,94617,MIRACEMA DO TOCANTINS,5,41.83893645159045,14367,7295,7072,1,37,72,610,5068,234,33,66,3648,120,7,0,103,2,128,1140
MT,91359,PORTO DOS GAÚCHOS,27,43.44248221731665,4077,1964,2112,1,38,24,116,572,190,6,26,1622,34,0,2,8,0,56,144
MG,41017,BAMBUÍ,21,47.87885899040467,19176,9889,9270,1,51,47,1783,3903,784,46,146,5114,835,1,3,76,2,551,915
RS,87157,ITATIBA DO SUL,20,47.00213024954352,3286,1550,1736,2,0,0,0,1670,0,0,0,995,0,0,0,0,0,63,135
PA,4871,MARAPANIM,32,41.80916622256674,20641,10210,10431,1,24,129,1439,9513,1023,96,378,4275,27,5,3,214,6,244,712
GO,92975,CAMPOS BELOS,105,41.344904152172305,13511,6926,6585,1,24,91,514,4450,524,45,127,3066,61,2,3,60,2,179,1043
TO,93556,FILADÉLFIA,8,42.4187040519747,5849,2791,3058,2,0,0,0,2646,0,0,0,1470,0,0,0,0,0,46,192
RS,87718,NOVO HAMBURGO,76,46.169075762692785,88830,47223,41607,1,440,450,7191,7945,3008,342,996,43994,3828,25,10,501,35,1746,2022
PA,4650,IGARAPÉ-MIRI,6,41.071595865832954,46539,23099,23435,2,0,0,0,21804,0,0,0,9576,0,0,0,0,0,504,2244
SP,65730,ITIRAPINA,245,44.08435631098521,9531,4871,4660,1,31,44,568,1099,831,19,87,4048,133,2,1,27,2,270,434
AL,28479,PORTO DE PEDRAS,12,40.67859862909368,6565,3315,3250,2,0,0,0,2367,0,0,0,1683,0,0,0,0,0,70,261
SP,61506,CAMPINA DO MONTE ALEGRE,215,44.392169312169315,4725,2328,2397,2,0,0,0,982,0,0,0,2264,0,0,0,0,0,91,352
SP,64530,GUAPIARA,37,44.607792890465866,15220,7403,7803,1,67,37,273,3775,2124,23,81,3538,101,1,1,43,2,378,496
PR,79219,TERRA ROXA,125,44.58353052531945,12678,6680,5998,2,0,0,0,2784,0,0,0,7616,0,0,0,0,0,141,389
MT,90069,QUERÊNCIA,53,39.44537397498551,12073,5681,6392,2,0,0,0,1954,0,0,0,5965,0,0,0,0,0,87,168
MA,9210,SÃO LUÍS,3,41.994563186275386,112382,62546,49836,1,429,1403,16190,26013,2009,1068,1055,37985,2205,23,43,1546,174,1842,3466
AC,1023,PORTO ACRE,1,39.983005366726296,12299,5931,6368,1,15,60,344,1970,1086,16,155,6031,9,2,4,138,3,121,455
BA,38610,SANTALUZ,145,42.354276786011106,30082,15304,14778,1,56,253,2498,13344,514,56,81,3761,36,3,6,79,5,389,1906
RS,87068,MINAS DO LEÃO,116,44.24784910655195,6044,3132,2912,2,0,0,0,1735,0,0,0,2678,0,0,0,0,0,207,377
GO,95559,PORANGATU,55,43.65861437198887,29475,15462,14013,2,0,0,0,9612,0,0,0,11934,0,0,0,0,0,323,903
BA,30732,ARATACA,166,41.72891668075038,5918,2967,2951,1,11,86,226,2877,80,8,12,973,4,0,1,10,0,49,264
PB,20834,MARI,4,41.45251066622908,15235,7977,7258,1,17,132,1331,7181,253,27,209,2707,57,0,0,36,6,443,1175
MG,53252,SERICITA,339,42.09754984020697,6571,3170,3394,2,0,0,0,2598,0,0,0,1968,0,0,0,0,0,130,446
RO,795,SÃO FRANCISCO DO GUAPORÉ,5,40.9638249887235,11085,5451,5634,1,64,64,349,2133,416,38,161,4888,39,0,0,26,2,127,214
MA,8486,SENADOR ALEXANDRE COSTA,6,40.9525,7602,3852,3745,1,22,15,358,3677,36,7,88,880,6,0,0,11,1,66,269
RS,86908,LINDOLFO COLLOR,118,42.06892603618044,4367,2168,2199,2,0,0,0,1422,0,0,0,2036,0,0,0,0,0,97,342
MG,46272,IPIAÇU,141,46.12420197330238,3446,1671,1773,1,13,6,177,1214,93,5,9,774,90,0,0,10,1,42,127
MG,50679,PRESIDENTE OLEGÁRIO,230,45.7923090876111,16539,8059,8465,2,0,0,0,4090,0,0,0,6013,0,0,0,0,0,261,1249
CE,13021,MADALENA,63,42.02345164082789,12707,6491,6216,2,0,0,0,8536,0,0,0,1200,0,0,0,0,0,90,328
BA,30996,JOÃO DOURADO,199,43.58446645403167,17871,9181,8689,2,0,0,0,8736,0,0,0,3697,0,0,0,0,0,125,617
BA,35947,ITABELA,189,43.69663873038517,22432,11375,11049,2,0,0,0,9637,0,0,0,4654,0,0,0,0,0,213,933
SP,72150,UNIÃO PAULISTA,77,44.52414605418139,1698,792,906,2,0,0,0,368,0,0,0,705,0,0,0,0,0,23,89
PR,77534,PAULA FREITAS,33,43.79643527204503,4264,2069,2195,1,235,8,247,830,130,8,32,1830,39,0,0,12,0,132,162
PI,11550,PAULISTANA,38,40.87197092084006,14856,7796,7060,1,18,41,1334,8571,217,18,98,1274,36,4,4,24,4,131,947
PR,75051,CIANORTE,88,44.181122309500815,54869,29420,25449,2,0,0,0,9029,0,0,0,34002,0,0,0,0,0,841,1899
SP,70793,SÃO CARLOS,121,45.25743099266475,101838,52657,49070,1,596,431,12269,8073,6494,864,729,37601,3297,24,29,896,70,2495,6161
PR,76872,MARIALVA,81,45.12577455963239,28727,14897,13807,2,0,0,0,5542,0,0,0,15615,0,0,0,0,0,477,1029
SP,67857,ORINDIÚVA,164,42.88836912608973,4703,2346,2354,1,11,10,171,903,544,13,23,1551,92,3,0,11,0,58,212
PA,4545,TERRA ALTA,32,40.43360566984939,10159,5017,5142,2,0,0,0,4726,0,0,0,2241,0,0,0,0,0,110,572
RO,752,TEIXEIRÓPOLIS,13,43.41402497598463,4164,1991,2173,1,28,9,93,908,153,13,35,1639,19,1,1,10,1,36,127
TO,93653,FORMOSO DO ARAGUAIA,15,42.57305714924372,13421,6568,6853,1,36,51,384,3767,327,38,100,4827,34,1,1,52,2,98,720
CE,14818,MUCAMBO,79,43.60716158513746,13349,6996,6344,1,5,32,4387,2726,47,16,118,945,20,2,0,20,3,228,438
RS,85820,MONTAURI,22,48.83187626092804,1487,728,759,2,0,0,0,268,0,0,0,896,0,0,0,0,0,49,76
MG,41025,MÁRIO CAMPOS,288,42.19083079131527,11146,5644,5499,2,0,0,0,2747,0,0,0,4822,0,0,0,0,0,301,1077
BA,33278,ANGICAL,126,43.08204384268214,12408,5979,6428,1,17,69,358,7028,134,12,27,1390,18,0,4,14,4,104,551
RS,87416,MARIANO MORO,20,47.38343253968254,2016,982,1034,2,0,0,0,751,0,0,0,756,0,0,0,0,0,86,99
RN,16233,ARÊS,67,40.83292884186001,10302,5421,4881,2,0,0,0,5814,0,0,0,2369,0,0,0,0,0,141,680
BA,34657,CONCEIÇÃO DO ALMEIDA,184,45.186356998817885,14381,7421,6960,2,0,0,0,8718,0,0,0,1608,0,0,0,0,0,93,472
RS,87130,ITAQUI,24,44.534180953753065,27765,14380,13385,2,0,0,0,7372,0,0,0,11048,0,0,0,0,0,528,932
RS,85111,ALVORADA,74,41.39748555175648,66098,35571,30527,2,0,0,0,18782,0,0,0,29493,0,0,0,0,0,2143,4300
RJ,58130,CABO FRIO,96,46.549989369618366,75258,40138,35024,1,280,989,8280,4568,1073,337,333,35401,813,12,18,1003,24,1097,2543
RJ,58378,ITABORAÍ,151,43.93266354491411,79230,41772,37375,1,286,2220,5006,11028,1366,244,495,32291,289,8,27,775,28,2333,4545
PB,19437,BOA VENTURA,42,42.3174190970835,5006,2533,2473,2,0,0,0,2936,0,0,0,596,0,0,0,0,0,37,137
BA,37680,OUROLÂNDIA,167,40.92003027245207,11892,6085,5807,2,0,0,0,6716,0,0,0,2537,0,0,0,0,0,125,517
SP,63150,CARDOSO,224,47.19818442427138,10465,5400,5065,1,40,57,503,1541,803,26,82,3264,137,2,2,16,1,223,427
SE,31470,GENERAL MAYNARD,14,41.118709181713406,2603,1294,1309,2,0,0,0,1402,0,0,0,490,0,0,0,0,0,31,203
SP,70254,SANTA CRUZ DA CONCEIÇÃO,188,46.586358921161825,3856,1933,1923,2,0,0,0,532,0,0,0,2202,0,0,0,0,0,70,239
PR,76317,JAGUAPITÃ,64,43.51880530973451,9944,5165,4779,1,251,41,539,1355,351,20,81,4666,145,1,1,49,1,235,499
MA,7820,LAGOA DO MATO,44,42.57212977373399,8354,4147,4204,1,5,16,235,4598,35,3,110,532,11,0,5,12,2,67,429
BA,38075,PORTO SEGURO,121,41.71104744248757,23734,12733,11001,1,81,267,1527,6910,311,123,68,7907,267,11,5,183,7,337,1415
MG,42951,CARVALHOS,6,46.35409342039176,3982,1919,2058,2,0,0,0,1051,0,0,0,1414,0,0,0,0,0,114,432
BA,36110,ITAJUÍPE,136,43.79631808022586,17003,8694,8302,2,0,0,0,7686,0,0,0,3474,0,0,0,0,0,126,752
AP,6130,LARANJAL DO JARI,7,37.714623461511714,28762,14111,14651,1,38,486,1859,10329,570,108,198,7520,125,1,15,211,12,221,699
SP,71072,SÃO PAULO,381,40.13732627103505,223914,118956,104918,2,0,0,0,82444,0,0,0,66114,0,0,0,0,0,5814,25921
PE,23280,TAMANDARÉ,26,40.127006408300275,16386,8463,7923,1,12,428,684,6601,189,23,73,3242,41,0,2,71,3,328,1237
PA,5851,CURIONÓPOLIS,58,41.27251375239508,16180,7463,8716,2,0,0,0,5195,0,0,0,5406,0,0,0,0,0,139,696
PR,75833,GUARAPUAVA,44,42.19260378182612,54947,29133,25814,2,0,0,0,18757,0,0,0,24202,0,0,0,0,0,951,1806
PA,4855,MARACANÃ,31,40.55568440301503,22422,10913,11509,1,21,129,1243,10679,2153,138,533,3847,23,3,3,159,13,217,642
PI,11371,NOVO ORIENTE DO PIAUÍ,18,43.76583059210526,4864,2474,2390,1,4,30,236,3066,47,5,33,280,7,0,0,6,1,43,269
SE,31879,NEÓPOLIS,15,41.04658340511054,13933,7259,6674,1,35,123,753,6270,251,38,79,1949,31,7,1,109,5,236,944
RS,87394,MARCELINO RAMOS,3,47.78619968635651,3826,1894,1932,2,0,0,0,1273,0,0,0,1840,0,0,0,0,0,61,169
TO,92584,SANTA ROSA DO TOCANTINS,19,41.407548194406736,3683,1758,1925,1,7,18,127,1729,112,8,14,667,6,0,0,10,0,29,243
MG,52752,SÃO MIGUEL DO ANTA,268,45.22590311303479,6007,3002,3003,2,0,0,0,2670,0,0,0,1405,0,0,0,0,0,164,576
PB,19100,CURRAL DE CIMA,60,41.480898876404495,4896,2421,2475,1,13,20,325,2398,113,4,27,571,11,1,0,14,1,127,427
MG,41947,CÓRREGO FUNDO,114,44.97524656739509,5171,2517,2654,1,17,10,360,701,254,18,33,1268,808,0,1,9,5,179,570
BA,37915,PINDAÍ,117,44.55304868186964,12366,6141,6219,2,0,0,0,7536,0,0,0,1550,0,0,0,0,0,107,491
PE,24139,FLORESTA,72,42.34522032163119,23443,12228,11208,1,26,160,1370,12996,98,22,75,1950,128,3,2,50,6,168,1047
CE,13080,TURURU,17,39.70447110141767,12838,6433,6405,1,9,113,3282,5295,86,11,66,1615,4,0,1,17,3,241,615
RJ,58831,RESENDE,198,44.76502797286037,33604,16577,16997,1,136,328,2308,3035,1175,133,264,15038,386,7,10,335,13,733,1136
PI,12610,SÃO GONÇALO DO GURGUÉIA,35,41.313447432762835,2045,974,1071,1,5,5,236,1048,29,1,19,241,6,0,0,6,2,28,85
BA,34770,CORAÇÃO DE MARIA,130,42.811206485455415,20971,10974,9992,2,0,0,0,12511,0,0,0,2490,0,0,0,0,0,157,970
MG,48356,MINAS NOVAS,177,42.561554500687635,22541,11568,10948,2,0,0,0,8750,0,0,0,2206,0,0,0,0,0,255,1580
