SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,IDADE_EST_MED,ELEITORES,FEMININO,MASCULINO,NR_TURNO,ALVARO FERNANDES DIAS,BENEVENUTO DACIOLO FONSECA DOS SANTOS,CIRO FERREIRA GOMES,FERNANDO HADDAD,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GUILHERME CASTRO BOULOS,HENRIQUE DE CAMPOS MEIRELLES,JAIR MESSIAS BOLSONARO,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO VICENTE FONTELLA GOULART,JOSE MARIA EYMAEL,MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA,VERA LUCIA PEREIRA DA SILVA SALGADO,VOTO BRANCO,VOTO NULO
MG,41092,BARÃO DE MONTE ALTO,201,45.74470779808214,5527,2763,2759,2,0,0,0,2287,0,0,0,1480,0,0,0,0,0,56,353
SC,80233,ANTÔNIO CARLOS,2,43.37030223390276,7610,3810,3800,1,77,8,378,377,284,20,105,5043,219,1,2,18,2,106,264
SE,32050,PIRAMBU,11,40.51161298601309,7794,3951,3843,2,0,0,0,3827,0,0,0,1466,0,0,0,0,0,92,503
MT,98736,NOVA OLÍMPIA,19,41.08840393667094,11686,5569,6117,1,54,131,420,3108,321,41,61,3407,74,1,5,77,3,231,688
SP,64734,GUARIBA,197,43.23245629279483,28771,14676,14059,2,0,0,0,6142,0,0,0,12825,0,0,0,0,0,684,2032
GO,96377,URUTAÍ,14,43.476241514826725,2799,1381,1418,1,5,10,301,566,115,8,23,1081,70,0,0,12,1,51,139
TO,95478,PIUM,13,42.83624085537423,5331,2526,2805,2,0,0,0,1585,0,0,0,1779,0,0,0,0,0,32,154
RN,18074,PUREZA,46,41.03898258225048,7234,3655,3579,2,0,0,0,3932,0,0,0,1246,0,0,0,0,0,116,371
PA,4081,TUCUMÃ,74,39.7717188317024,26774,12964,13810,2,0,0,0,6298,0,0,0,10585,0,0,0,0,0,167,945
MG,50717,PRUDENTE DE MORAIS,174,42.390141030710424,7587,3945,3642,1,69,92,688,1315,415,19,114,2671,150,2,0,84,3,349,691
AM,2690,PARINTINS,4,39.05886058333211,68263,34069,34194,1,126,284,3182,36575,606,297,367,7459,332,5,10,517,10,495,1286
SP,71072,SÃO PAULO,259,49.713142917092874,152508,83963,68414,1,938,375,19130,9102,14039,1070,1089,55196,12292,44,40,1664,61,1457,3677
RS,87815,PANAMBI,115,43.78879883072017,30104,15503,14601,2,0,0,0,6701,0,0,0,17514,0,0,0,0,0,642,1155
SC,83097,SANTO AMARO DA IMPERATRIZ,67,42.72421422897992,17626,8948,8678,1,139,68,1407,1530,878,120,233,9046,746,4,1,94,2,367,915
PR,78611,SANTO ANTONIO DO CAIUÁ,87,45.7285471537808,2354,1238,1112,2,0,0,0,932,0,0,0,776,0,0,0,0,0,15,115
MG,52850,SÃO ROQUE DE MINAS,21,46.56185295665906,5699,2770,2927,1,15,6,241,613,316,13,22,2340,264,1,0,7,3,148,243
RJ,58319,DUAS BARRAS,42,44.31109507114869,9698,4737,4953,2,0,0,0,2528,0,0,0,3871,0,0,0,0,0,196,865
SP,69990,SALES OLIVEIRA,81,44.17700098814229,8096,4106,3990,2,0,0,0,1487,0,0,0,4182,0,0,0,0,0,193,643
RS,87785,SÃO MARTINHO DA SERRA,41,48.322951929587,2954,1452,1502,1,5,0,121,506,175,6,32,1331,7,4,0,16,1,150,55
RJ,59170,TRAJANO DE MORAES,51,44.842389968035405,8134,4131,4003,1,40,101,607,1937,237,28,64,2650,38,2,3,39,5,199,867
SP,62898,CAJURU,32,44.50164310677586,19171,9795,9350,1,60,113,1083,2037,1904,47,180,5906,516,6,2,60,3,579,1136
RS,88536,SANTO ÂNGELO,45,45.863050474665634,61833,32982,28851,1,287,219,5722,12287,1411,176,542,23798,984,12,5,229,8,1169,1062
PR,74004,GODOY MOREIRA,132,47.3851246105919,2569,1291,1278,1,170,3,81,1066,100,4,26,595,8,0,0,10,0,24,113
MG,47171,JESUÂNIA,159,46.07542694497154,4216,2062,2152,1,12,7,263,777,341,18,20,1367,128,1,0,17,0,105,250
PR,77194,NOVA CANTU,169,44.755828220858895,5705,2810,2895,1,470,7,194,2153,128,12,60,1413,32,2,0,9,1,60,186
MG,45438,FUNILÂNDIA,264,44.67706672739695,4391,2120,2269,2,0,0,0,1063,0,0,0,1712,0,0,0,0,0,51,396
PA,4057,AFUÁ,16,37.39334662347371,24079,11575,12504,2,0,0,0,11169,0,0,0,5684,0,0,0,0,0,166,951
SE,31496,GARARU,8,41.225,8760,4313,4447,2,0,0,0,5632,0,0,0,839,0,0,0,0,0,93,509
MG,49492,PASSABÉM,132,46.30178880553953,1733,866,867,2,0,0,0,563,0,0,0,531,0,0,0,0,0,30,201
MG,41262,PADRE CARVALHO,244,40.52492789451998,4854,2412,2439,2,0,0,0,1884,0,0,0,640,0,0,0,0,0,41,323
SP,65994,JAMBEIRO,29,44.211719069007756,4898,2392,2506,2,0,0,0,707,0,0,0,2732,0,0,0,0,0,106,284
RN,17396,LUÍS GOMES,42,43.5233590452627,6871,3603,3268,2,0,0,0,4725,0,0,0,539,0,0,0,0,0,50,272
MG,40606,RIACHINHO,329,44.263352430234704,5411,2589,2812,1,10,38,200,2253,119,7,20,930,94,0,0,4,0,43,150
MG,40037,ABAETÉ,1,46.65454643106504,18619,9605,9006,2,0,0,0,4289,0,0,0,7581,0,0,0,0,0,375,1390
SP,65110,INDAIATUBA,211,43.79791098157877,161607,83944,77373,1,1885,716,11842,12993,6753,698,1100,74782,7197,32,83,1170,39,4115,7469
PI,10740,CAMPO LARGO DO PIAUÍ,49,39.85819691030667,4339,2184,2155,1,3,14,194,2596,125,6,31,440,21,1,0,12,0,73,193
BA,33693,BELO CAMPO,177,44.73128817882795,14897,7499,7394,1,33,52,805,5981,454,42,45,1988,44,1,2,34,6,259,775
MA,7927,MARANHÃOZINHO,101,41.30081627191222,7475,3756,3718,2,0,0,0,4380,0,0,0,825,0,0,0,0,0,36,171
SC,80489,ARABUTÃ,90,47.034849694067574,3759,1805,1954,1,12,6,74,793,178,5,90,1585,125,1,1,4,2,68,229
RS,89478,TUPANCIRETÃ,87,45.70169172932331,15960,8398,7562,1,63,38,1100,4415,696,53,185,5658,128,1,1,56,1,392,282
PE,23396,BODOCÓ,80,40.05261721769976,21992,11599,10393,2,0,0,0,16517,0,0,0,1629,0,0,0,0,0,173,758
GO,92061,CAMPOS VERDES,85,45.43696520250998,3506,1775,1731,2,0,0,0,1865,0,0,0,704,0,0,0,0,0,38,109
MA,7072,ALTAMIRA DO MARANHÃO,49,41.463967310549776,5384,2680,2703,1,3,26,376,2303,40,7,60,605,12,0,0,7,3,57,281
RO,175,OURO PRETO DO OESTE,13,43.2240285083998,29469,15204,14265,1,209,130,920,3681,810,143,228,12774,454,3,5,115,13,318,884
SP,68012,PALESTINA,224,45.25514626218852,9230,4681,4549,1,31,39,332,1279,767,22,66,3421,247,2,6,24,0,225,368
AL,28894,CRAÍBAS,31,39.78585483780289,17788,9335,8453,2,0,0,0,11200,0,0,0,2099,0,0,0,0,0,156,584
PR,74705,RAMILÂNDIA,118,42.88568960552836,3473,1693,1778,1,190,22,136,1051,93,7,15,963,12,0,0,3,0,29,80
SP,62120,PRACINHA,69,44.71138211382114,1230,633,597,2,0,0,0,325,0,0,0,578,0,0,0,0,0,31,88
MG,53716,TEÓFILO OTONI,269,45.55454955690187,104153,56172,47904,1,304,946,5303,23703,2436,195,527,31690,999,27,56,437,24,2088,5750
MG,51250,RODEIRO,275,42.970740103270224,6392,3188,3200,1,10,47,386,1411,287,9,25,2355,188,3,1,27,1,148,311
PR,76678,LONDRINA,41,44.38804243611656,95957,51875,44082,1,4680,771,6980,4497,2414,438,973,48518,2933,61,27,743,39,2072,4412
SP,66656,MACEDÔNIA,302,46.06385242993969,2819,1440,1379,1,12,5,140,369,291,7,18,1203,48,1,1,6,1,61,173
BA,30678,JABORANDI,61,42.32765801077903,8165,3984,4181,1,11,60,247,4020,272,6,24,1043,21,3,2,17,1,145,485
MG,41645,SÃO JOSÉ DA BARRA,10,44.487459807073954,6220,2981,3233,2,0,0,0,1742,0,0,0,2302,0,0,0,0,0,122,464
RO,51,JI-PARANÁ,3,41.08885807442941,26684,13772,12912,2,0,0,0,4606,0,0,0,14834,0,0,0,0,0,294,933
SP,62154,BASTOS,184,45.295689753212784,17586,9031,8553,2,0,0,0,1970,0,0,0,9951,0,0,0,0,0,432,925
MG,51993,SANTO ANTÔNIO DO AVENTUREIRO,170,46.111545988258314,3577,1717,1858,1,10,14,347,774,267,5,28,1015,48,1,1,19,0,115,234
BA,38733,SANTO ANTÔNIO DE JESUS,202,41.17676586590176,33468,18569,14899,1,70,558,2027,13340,352,115,85,7110,155,4,9,171,4,522,2989
MA,7960,MILAGRES DO MARANHÃO,24,39.2781745340533,5742,2710,3032,1,10,12,146,3089,40,2,57,404,7,1,1,12,0,65,314
RS,87335,LIBERATO SALZANO,146,45.968480725623586,4410,2187,2223,2,0,0,0,2003,0,0,0,1276,0,0,0,0,0,179,186
BA,38857,SÃO GONÇALO DOS CAMPOS,108,41.78194519075766,27915,14817,13096,2,0,0,0,17663,0,0,0,3953,0,0,0,0,0,264,1395
PR,76597,LARANJEIRAS DO SUL,45,42.8784084109753,23398,12342,11056,2,0,0,0,10413,0,0,0,8374,0,0,0,0,0,281,610
MG,42145,GOIABEIRA,89,45.04849884526559,3031,1540,1489,1,2,17,58,646,98,5,18,1137,51,2,1,9,0,36,131
SP,65358,ITABERÁ,53,44.510351162297745,14153,7146,6991,1,115,12,464,2882,1662,14,73,4929,183,2,6,47,1,421,438
MT,90310,BARÃO DE MELGAÇO,38,43.426359516616316,5297,2483,2814,1,11,21,122,2575,176,17,32,1214,20,1,3,14,0,47,218
GO,94757,MOSSÂMEDES,15,44.91653436153323,4409,2169,2240,2,0,0,0,1696,0,0,0,1507,0,0,0,0,0,60,152
PI,12688,CAXINGÓ,33,38.93604887983707,4910,2369,2541,2,0,0,0,3266,0,0,0,569,0,0,0,0,0,46,143
PR,74640,PINHAL DE SÃO BENTO,83,43.489543726235745,2104,1033,1071,2,0,0,0,1296,0,0,0,541,0,0,0,0,0,13,39
GO,92177,AMORINÓPOLIS,53,46.24977671926168,3359,1663,1696,2,0,0,0,1172,0,0,0,1398,0,0,0,0,0,30,147
PR,79855,CAFELÂNDIA,126,42.270471256684495,11968,6118,5845,2,0,0,0,2793,0,0,0,6528,0,0,0,0,0,151,371
PB,19518,BOQUEIRÃO,62,41.86292494722283,13737,7034,6703,1,36,64,1700,5161,257,21,121,2641,65,1,12,35,5,299,1123
RS,88374,SANTA BÁRBARA DO SUL,115,45.88739255014327,6980,3680,3300,1,29,32,468,1445,255,16,42,3142,91,1,2,11,1,195,159
MG,41866,CATUTI,226,43.10295142923542,4303,2159,2137,2,0,0,0,2054,0,0,0,653,0,0,0,0,0,41,325
RN,17213,MESSIAS TARGINO,37,41.789800995024876,4020,2080,1940,1,6,11,625,1974,23,6,14,664,10,0,1,13,0,59,178
PR,74969,VIRMOND,203,43.8074252942952,3313,1619,1694,1,262,8,143,1133,106,7,22,971,16,0,0,6,0,66,124
RS,86363,BARRA DO GUARITA,101,43.373573309920985,2278,1131,1147,2,0,0,0,998,0,0,0,804,0,0,0,0,0,16,110
PR,75353,CURITIBA,175,40.59420198170129,126457,67460,58997,1,4836,1091,8303,15135,2715,560,1526,53791,3015,35,30,1016,66,3870,6898
MA,8656,PERI MIRIM,111,43.83567501527184,11460,5772,5673,2,0,0,0,5827,0,0,0,744,0,0,0,0,0,45,163
BA,38490,SALVADOR,14,40.2229969644007,108710,60461,48249,2,0,0,0,62883,0,0,0,21200,0,0,0,0,0,1449,8401
MG,42331,CANAÃ,107,45.18933079304596,4199,2029,2164,1,8,11,366,1736,206,14,28,673,104,0,0,8,3,97,147
RS,85480,SÃO MIGUEL DAS MISSÕES,45,46.841114858867385,5633,2795,2838,2,0,0,0,2328,0,0,0,2058,0,0,0,0,0,143,157
MA,8303,SÃO JOÃO DO CARÚ,78,41.49350908727781,10015,4733,5278,2,0,0,0,5198,0,0,0,1101,0,0,0,0,0,60,142
PI,12351,CAMPO ALEGRE DO FIDALGO,69,41.107947191302095,3863,1872,1991,2,0,0,0,3034,0,0,0,233,0,0,0,0,0,22,127
MA,7161,BELÁGUA,73,36.4397091155082,5913,2921,2992,2,0,0,0,4358,0,0,0,295,0,0,0,0,0,34,106
SP,62715,CAÇAPAVA,29,44.43468263204386,71321,36733,34503,2,0,0,0,9171,0,0,0,39663,0,0,0,0,0,1775,5030
MG,48437,MIRAÍ,187,45.32351552912301,10593,5356,5234,2,0,0,0,2871,0,0,0,3940,0,0,0,0,0,149,792
BA,37575,NOVA ITARANA,36,42.686260623229465,5648,2892,2752,2,0,0,0,3042,0,0,0,765,0,0,0,0,0,50,233
RS,85871,CANGUÇU,14,47.20578425447138,44673,22009,22664,1,220,133,2608,9310,3892,189,527,14769,279,10,6,126,7,1996,1687
MT,91197,NORTELÂNDIA,17,43.250054549421776,4583,2282,2301,2,0,0,0,1516,0,0,0,1770,0,0,0,0,0,46,141
MG,50814,RECREIO,201,47.95153160139589,7737,4053,3682,1,10,115,845,2210,161,16,39,1924,85,0,2,20,5,131,324
SE,31291,CARMÓPOLIS,14,39.0555471354956,13196,6894,6302,2,0,0,0,5601,0,0,0,3028,0,0,0,0,0,176,1177
BA,38113,PRADO,112,44.15032221910899,21414,10866,10530,2,0,0,0,8143,0,0,0,4946,0,0,0,0,0,198,684
PA,5711,XINGUARA,61,41.49587659448235,33711,16664,17047,2,0,0,0,8033,0,0,0,13477,0,0,0,0,0,360,1544
SC,81493,IPIRA,37,48.18581907090464,3681,1865,1816,1,24,5,85,1028,101,10,92,1452,65,0,0,8,0,71,151
MG,41505,SANTA HELENA DE MINAS,4,42.237115461446265,5007,2446,2556,1,21,22,158,2129,281,7,62,574,21,0,0,8,1,51,150
